PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-988 b                  ,       ,  0.185,     17.8,0.000, 90.0,  0.0,  0.0, 506.0, 425.5, 506.0, 425.5,  0.207,  0.262,  0.496,  0.523
Kepler-989 b                  ,       ,  0.197,      8.0,0.000, 90.0,  0.0,  0.0, 950.6, 799.4, 950.6, 799.4,  0.470,  0.595,  1.073,  1.132
Kepler-98 b                   ,  0.011,  0.178,      1.5,0.000, 90.0,  0.0,  0.0,2073.9,1743.9,2073.9,1743.9,  0.777,  0.984,  1.747,  1.842
Kepler-990 b                  ,       ,  0.232,      9.9,0.000, 90.0,  0.0,  0.0,1169.6, 983.6,1169.6, 983.6,  0.850,  1.077,  1.891,  1.995
Kepler-990 c                  ,       ,  0.136,      0.5,0.000, 90.0,  0.0,  0.0,3089.1,2597.6,3089.1,2597.6,  0.850,  1.077,  1.891,  1.995
Kepler-991 b                  ,       ,  0.227,     82.5,0.000, 90.0,  0.0,100.0, 347.8, 292.5, 347.8, 292.5,  0.283,  0.358,  0.666,  0.703
Kepler-992 b                  ,       ,  0.145,     20.2,0.000, 90.0,  0.0,  0.0, 664.7, 559.0, 664.7, 559.0,  0.426,  0.539,  0.978,  1.031
Kepler-993 b                  ,       ,  0.265,     22.1,0.000, 90.0,  0.0,  0.0, 453.1, 381.0, 453.1, 381.0,  0.194,  0.246,  0.470,  0.496
Kepler-994 b                  ,       ,  0.143,      1.2,0.000, 90.0,  0.0,  0.0,1245.2,1047.1,1245.2,1047.1,  0.203,  0.258,  0.490,  0.516
Kepler-995 b                  ,       ,  0.241,     28.3,0.000, 90.0,  0.0,  0.0, 646.3, 543.4, 646.3, 543.4,  0.504,  0.638,  1.145,  1.208
Kepler-996 b                  ,       ,  0.177,      3.8,0.000, 90.0,  0.0,  0.0,1666.8,1401.6,1666.8,1401.6,  0.914,  1.158,  2.030,  2.141
Kepler-997 b                  ,       ,  0.121,      2.7,0.000, 90.0,  0.0,  0.0,2185.2,1837.6,2185.2,1837.6,  1.297,  1.643,  2.872,  3.029
Kepler-998 b                  ,       ,  0.207,      5.7,0.000, 90.0,  0.0,  0.0,1485.7,1249.3,1485.7,1249.3,  0.957,  1.213,  2.124,  2.240
Kepler-999 b                  ,       ,  0.209,      6.0,0.000, 90.0,  0.0,  0.0,1732.7,1457.0,1732.7,1457.0,  1.404,  1.778,  3.103,  3.273
Kepler-99 b                   ,  0.019,  0.132,      4.6,0.000, 90.0,  0.0,  0.0,1047.0, 880.4,1047.0, 880.4,  0.396,  0.501,  0.915,  0.965
Kepler-9 b                    ,  0.137,  0.740,     19.2,0.061,357.0,  0.0,  0.0, 884.3, 743.6, 832.0, 699.6,  0.719,  0.910,  1.605,  1.693
Kepler-9 c                    ,  0.094,  0.721,     39.0,0.067,167.5,  0.0,  0.0, 704.1, 592.1, 658.5, 553.7,  0.719,  0.910,  1.605,  1.693
Kepler-9 d                    ,       ,  0.146,      1.6,0.000, 90.0,  0.0,  0.0,1961.3,1649.3,1961.3,1649.3,  0.719,  0.910,  1.605,  1.693
KIC 10525077 b                ,       ,  0.491,    854.1,0.000, 90.0,100.0,100.0, 264.0, 222.0, 264.0, 222.0,  0.827,  1.047,  1.833,  1.933
KIC 3558849 b                 ,       ,  0.616,   1322.3,0.000, 90.0,  0.0,  0.0, 232.5, 195.5, 232.5, 195.5,  0.845,  1.071,  1.871,  1.973
KIC 5437945 b                 ,       ,  0.571,    440.8,0.000, 90.0,  0.0,100.0, 375.9, 316.1, 375.9, 316.1,  1.083,  1.372,  2.390,  2.521
KIC 5951458 b                 ,       ,  0.589,   1320.1,0.000, 90.0,100.0,100.0, 289.2, 243.2, 289.2, 243.2,  1.300,  1.647,  2.873,  3.030
KIC 7917485 b                 , 11.800,       ,    840.0,0.150, 90.0,  0.0, 38.5, 445.1, 374.3, 382.7, 321.8,  2.195,  2.781,  4.801,  5.064
KIC 8540376 b                 ,       ,  0.366,     31.8,0.000, 90.0,  0.0,  0.0, 933.9, 785.3, 933.9, 785.3,  1.139,  1.442,  2.507,  2.644
KIC 8540376 c                 ,       ,  0.214,     75.2,0.000, 90.0,  0.0,  0.0, 701.0, 589.5, 701.0, 589.5,  1.139,  1.442,  2.507,  2.644
KIC 9663113 b                 ,       ,  0.410,    572.4,0.000, 90.0,100.0,100.0, 304.9, 256.4, 304.9, 256.4,  0.837,  1.060,  1.857,  1.959
KOI-1257 b                    ,  1.450,  0.940,     86.6,0.772,141.3,  0.0,  0.0,1140.0, 958.6, 408.9, 343.9,  0.786,  0.996,  1.769,  1.866
KOI-13 b                      ,  9.280,  1.512,      1.8,0.001,  5.0,  0.0,  0.0,3033.1,2550.6,3031.2,2548.9,  2.086,  2.642,  4.550,  4.800
KOI-142 b                     ,  0.030,  0.307,     10.9,0.056, 90.0,  0.0,  0.0, 987.5, 830.4, 934.1, 785.4,  0.616,  0.780,  1.388,  1.464
KOI-142 c                     ,  0.674,       ,     22.3,0.057, 90.0,  0.0,  0.0, 779.4, 655.4, 736.0, 618.9,  0.616,  0.780,  1.388,  1.464
KOI-1783.01                   ,  0.223,  0.790,    134.5,0.000, 90.0,  0.0,  0.0, 499.4, 419.9, 499.4, 419.9,  0.891,  1.129,  1.983,  2.092
KOI-1783.02                   ,  0.047,  0.485,    284.2,0.000, 90.0,  0.0,  0.0, 389.1, 327.2, 389.1, 327.2,  0.891,  1.129,  1.983,  2.092
KOI-217 b                     ,       ,  1.110,      3.9,0.000, 90.0,  0.0,  0.0,1350.0,1135.2,1350.0,1135.2,  0.603,  0.764,  1.356,  1.430
KOI-351 b                     ,       ,  0.117,      7.0,0.000, 90.0,  0.0,  0.0,1403.8,1180.5,1403.8,1180.5,  0.979,  1.240,  2.172,  2.291
KOI-351 c                     ,       ,  0.106,      8.7,0.000, 90.0,  0.0,  0.0,1280.1,1076.4,1280.1,1076.4,  0.979,  1.240,  2.172,  2.291
KOI-351 d                     ,       ,  0.256,     59.7,0.000, 90.0,  0.0,  0.0, 675.1, 567.7, 675.1, 567.7,  0.979,  1.240,  2.172,  2.291
KOI-351 e                     ,       ,  0.237,     91.9,0.000, 90.0,  0.0,  0.0, 589.2, 495.5, 589.2, 495.5,  0.979,  1.240,  2.172,  2.291
KOI-351 f                     ,       ,  0.257,    124.9,0.000, 90.0,  0.0,  0.0, 551.2, 463.5, 551.2, 463.5,  0.979,  1.240,  2.172,  2.291
KOI-351 g                     ,       ,  0.723,    210.6,0.000, 90.0,  0.0,  0.0, 453.2, 381.1, 453.2, 381.1,  0.979,  1.240,  2.172,  2.291
KOI-351 h                     ,       ,  1.008,    331.6,0.000, 90.0,  0.0,100.0, 380.0, 319.5, 380.0, 319.5,  0.979,  1.240,  2.172,  2.291
KOI-3680 b                    ,  1.930,  0.990,    141.2,0.496,154.7,  0.0, 33.7, 631.3, 530.9, 366.4, 308.1,  0.731,  0.926,  1.632,  1.721
KOI-94 b                      ,  0.033,  0.153,      3.7,0.250, 90.0,  0.0,  0.0,2227.2,1872.8,1725.2,1450.7,  1.271,  1.610,  2.813,  2.967
KOI-94 c                      ,  0.049,  0.385,     10.4,0.430, 90.0,  0.0,  0.0,1816.1,1527.1,1146.6, 964.2,  1.271,  1.610,  2.813,  2.967
KOI-94 d                      ,  0.334,  1.005,     22.3,0.022, 90.0,  0.0,  0.0,1075.3, 904.2,1051.9, 884.6,  1.271,  1.610,  2.813,  2.967
KOI-94 e                      ,  0.110,  0.585,     54.3,0.019, 90.0,  0.0,  0.0, 798.3, 671.3, 783.3, 658.7,  1.271,  1.610,  2.813,  2.967
KPS-1 b                       ,  1.090,  1.030,      1.7,0.000, 90.0,  0.0,  0.0,1722.4,1448.4,1722.4,1448.4,  0.565,  0.716,  1.287,  1.358
L 168-9 b                     ,  0.014,  0.124,      1.4,0.210, 90.0,  0.0,  0.0,1312.6,1103.8,1060.6, 891.9,  0.211,  0.268,  0.512,  0.540
L 98-59 b                     ,  0.003,  0.071,      2.3,0.120, 90.0,  0.0,  0.0, 768.6, 646.3, 681.3, 572.9,  0.089,  0.112,  0.219,  0.231
L 98-59 c                     ,  0.008,  0.120,      3.7,0.070, 90.0,  0.0,  0.0, 634.4, 533.4, 591.4, 497.3,  0.089,  0.112,  0.219,  0.231
L 98-59 d                     ,  0.007,  0.140,      7.5,0.090, 90.0,  0.0,  0.0, 507.6, 426.8, 463.8, 390.0,  0.089,  0.112,  0.219,  0.231
LHS 1140 b                    ,  0.022,  0.154,     24.7,0.060, 90.0,100.0,100.0, 287.7, 241.9, 270.9, 227.8,  0.054,  0.069,  0.136,  0.143
LHS 1140 c                    ,  0.006,  0.114,      3.8,0.310, 90.0,  0.0,  0.0, 628.1, 528.2, 455.9, 383.3,  0.054,  0.069,  0.136,  0.143
LHS 1815 b                    ,  0.027,  0.097,      3.8,0.000, 90.0,  0.0,  0.0, 741.6, 623.6, 741.6, 623.6,  0.165,  0.209,  0.404,  0.426
LHS 3844 b                    ,       ,  0.116,      0.5,0.000, 90.0,  0.0,  0.0, 959.4, 806.7, 959.4, 806.7,  0.043,  0.054,  0.108,  0.114
LP 714-47 b                   ,  0.097,  0.419,      4.1,0.040,219.0,  0.0,  0.0, 866.3, 728.5, 832.3, 699.9,  0.222,  0.282,  0.535,  0.564
LP 791-18 b                   ,       ,  0.100,      0.9,0.000, 90.0,  0.0,  0.0, 712.4, 599.0, 712.4, 599.0,  0.037,  0.047,  0.093,  0.098
LP 791-18 c                   ,       ,  0.206,      5.0,0.000, 90.0,  0.0,  0.0, 409.0, 344.0, 409.0, 344.0,  0.037,  0.047,  0.093,  0.098
LSPM J2116+0234 b             ,  0.042,       ,     14.4,0.183, 90.0,  0.0,  0.0, 465.6, 391.5, 386.9, 325.4,  0.116,  0.147,  0.285,  0.301
LTT 1445 A b                  ,  0.007,  0.123,      5.4,0.190,221.0,  0.0,  0.0, 576.5, 484.8, 475.7, 400.0,  0.077,  0.097,  0.190,  0.200
LTT 3780 b                    ,  0.008,  0.119,      0.8,0.000, 90.0,  0.0,  0.0,1055.7, 887.7,1055.7, 887.7,  0.101,  0.128,  0.250,  0.264
LTT 3780 c                    ,  0.027,  0.205,     12.3,0.060,124.0,  0.0,  0.0, 432.6, 363.7, 407.4, 342.5,  0.101,  0.128,  0.250,  0.264
LTT 9779 b                    ,  0.092,  0.421,      0.8,0.000, 90.0,  0.0,  0.0,2346.1,1972.9,2346.1,1972.9,  0.645,  0.817,  1.454,  1.534
Lupus-TR-3 b                  ,  0.810,  0.890,      3.9,0.000, 90.0,  0.0,  0.0,1205.2,1013.4,1205.2,1013.4,  0.481,  0.609,  1.103,  1.163
MASCARA-1 b                   ,  3.700,  1.500,      2.1,0.000, 90.0,  0.0,  0.0,3143.4,2643.3,3143.4,2643.3,  2.654,  3.361,  5.789,  6.106
MASCARA-4 b                   ,  3.100,  1.530,      2.8,0.000, 90.0,  0.0,  0.0,2856.5,2402.0,2856.5,2402.0,  2.384,  3.020,  5.199,  5.484
mu Leo b                      ,  2.400,       ,    357.8,0.090,227.1,  0.0,  0.0, 931.5, 783.3, 851.1, 715.7,  6.322,  8.007, 14.782, 15.591
NGC 2682 Sand 364 b           ,  6.690,       ,    121.7,0.350, 90.0,  0.0,  0.0,2633.2,2214.2,1827.1,1536.4, 17.531, 22.206, 41.486, 43.758
NGC 2682 Sand 978 b           ,  2.180,       ,    511.2,0.160,291.7,  0.0,  0.0,1100.6, 925.5, 936.5, 787.5, 10.402, 13.175, 24.715, 26.069
NGC 2682 YBP 1194 b           ,  0.320,       ,      7.0,0.300, 99.4,  0.0,  0.0,1482.1,1246.3,1087.6, 914.5,  0.753,  0.953,  1.681,  1.773
NGC 2682 YBP 1514 b           ,  0.400,       ,      5.1,0.280,327.3,  0.0,  0.0,1481.7,1245.9,1111.2, 934.4,  0.622,  0.788,  1.391,  1.467
NGC 2682 YBP 401 b            ,  0.460,       ,      4.1,0.150,330.2,  0.0,  0.0,1875.6,1577.2,1612.5,1356.0,  1.044,  1.322,  2.311,  2.438
NGTS-10 b                     ,  2.162,  1.205,      0.8,0.000, 90.0,  0.0,  0.0,1845.3,1551.7,1845.3,1551.7,  0.354,  0.448,  0.825,  0.870
NGTS-11 b                     ,  0.344,  0.817,     35.5,0.130, 32.0,  0.0,  0.0, 630.8, 530.4, 553.5, 465.4,  0.496,  0.628,  1.134,  1.196
NGTS-12 b                     ,  0.208,  1.048,      7.5,0.000, 90.0,  0.0,  0.0,1495.2,1257.3,1495.2,1257.3,  1.164,  1.474,  2.606,  2.748
NGTS-13 b                     ,  4.840,  1.142,      4.1,0.086,213.6,  0.0,  0.0,1991.2,1674.4,1826.8,1536.1,  1.358,  1.720,  3.029,  3.195
NGTS-14 A b                   ,  0.092,  0.444,      3.5,0.000, 90.0,  0.0,  0.0,1357.8,1141.8,1357.8,1141.8,  0.525,  0.666,  1.196,  1.261
NGTS-1 b                      ,  0.812,  1.330,      2.6,0.016, 90.0,  0.0,  0.0, 946.5, 795.9, 931.4, 783.2,  0.213,  0.270,  0.513,  0.541
NGTS-2 b                      ,  0.740,  1.595,      4.5,0.000, 90.0,  0.0,  0.0,1929.4,1622.4,1929.4,1622.4,  1.538,  1.948,  3.385,  3.571
NGTS-3 A b                    ,  2.380,  1.480,      1.7,0.000, 90.0,  0.0,  0.0,2041.7,1716.9,2041.7,1716.9,  0.663,  0.840,  1.488,  1.569
NGTS-4 b                      ,  0.065,  0.284,      1.3,0.000,  0.0,  0.0,  0.0,1960.7,1648.7,1960.7,1648.7,  0.518,  0.656,  1.180,  1.245
NGTS-5 b                      ,  0.229,  1.136,      3.4,0.000, 90.0,  0.0,  0.0,1258.5,1058.3,1258.5,1058.3,  0.432,  0.547,  0.991,  1.045
NGTS-6 b                      ,  1.339,  1.326,      0.9,0.000, 90.0,  0.0,  0.0,1819.1,1529.7,1819.1,1529.7,  0.401,  0.508,  0.930,  0.980
NGTS-8 b                      ,  0.930,  1.090,      2.5,0.010, 90.0,  0.0,  0.0,1598.1,1343.8,1582.2,1330.5,  0.624,  0.791,  1.418,  1.495
NGTS-9 b                      ,  2.900,  1.070,      4.4,0.060, 90.0,  0.0,  0.0,1826.0,1535.5,1719.5,1445.9,  1.202,  1.523,  2.654,  2.799
nu Oph b                      , 22.206,       ,    530.2,0.124,  9.9,  0.0,  0.0, 855.5, 719.4, 755.2, 635.1,  8.236, 10.432, 18.966, 20.005
nu Oph c                      , 24.662,       ,   3184.8,0.180,  8.3,  0.0,  0.0, 485.7, 408.5, 404.9, 340.5,  8.236, 10.432, 18.966, 20.005
OGLE-2018-BLG-0740L b         ,  4.800,       ,   5480.0,0.000, 90.0,  0.0,  0.0, 132.4, 111.3, 132.4, 111.3,  0.725,  0.919,  1.615,  1.703
OGLE2-TR-L9 b                 ,  4.500,  1.610,      2.5,0.000, 90.0,  0.0,  0.0,2801.7,2355.9,2801.7,2355.9,  1.547,  1.959,  3.386,  3.571
OGLE-TR-10 b                  ,  0.620,  1.250,      3.1,0.000, 90.0,  0.0,  0.0,1771.7,1489.8,1771.7,1489.8,  0.922,  1.168,  2.051,  2.163
OGLE-TR-111 b                 ,       ,  1.019,      4.0,0.000, 90.0,  0.0,  0.0,1211.9,1019.0,1211.9,1019.0,  0.495,  0.627,  1.133,  1.195
OGLE-TR-113 b                 ,  1.260,  1.093,      1.4,0.000, 90.0,  0.0,  0.0,1614.6,1357.7,1614.6,1357.7,  0.430,  0.545,  0.994,  1.049
OGLE-TR-132 b                 ,  1.180,  1.200,      1.7,0.000, 90.0,  0.0,  0.0,2354.0,1979.4,2354.0,1979.4,  1.121,  1.419,  2.478,  2.614
OGLE-TR-182 b                 ,  1.010,  1.130,      4.0,0.000, 90.0,  0.0,  0.0,1605.9,1350.4,1605.9,1350.4,  0.892,  1.129,  1.984,  2.093
OGLE-TR-211 b                 ,  1.030,  1.360,      3.7,0.000, 90.0,  0.0,  0.0,2056.5,1729.3,2056.5,1729.3,  1.427,  1.808,  3.150,  3.322
OGLE-TR-56 b                  ,  1.390,  1.363,      1.2,0.000, 90.0,  0.0,  0.0,2624.6,2207.0,2624.6,2207.0,  1.104,  1.399,  2.451,  2.585
ome Ser b                     ,  1.700,       ,    277.0,0.106,132.0,  0.0,  0.0, 968.9, 814.7, 871.1, 732.5,  6.659,  8.434, 15.410, 16.254
omi CrB b                     ,  1.500,       ,    187.8,0.191, 79.0,  0.0,  0.0,1081.1, 909.1, 891.0, 749.3,  5.666,  7.177, 13.124, 13.843
omi UMa b                     ,  4.100,       ,   1630.0,0.130, 58.0,  0.0,  0.0, 616.4, 518.3, 540.8, 454.8,  9.091, 11.515, 20.649, 21.780
Oph 11 b                      , 14.000,       ,7300000.0,0.000, 90.0,  0.0,  0.0,   4.3,   3.6,   4.3,   3.6,  0.034,  0.043,  0.088,  0.093
PH1 b                         ,  0.531,  0.551,    138.3,0.070,341.9,  0.0,  0.0, 620.6, 521.8, 578.4, 486.4,  1.537,  1.947,  3.388,  3.573
PH2 b                         ,       ,  0.903,    282.5,0.410,  3.4, 60.7, 76.7, 446.9, 375.8, 289.1, 243.1,  0.673,  0.853,  1.510,  1.593
POTS-1 b                      ,  2.310,  0.941,      3.2,0.000, 90.0,  0.0,  0.0,1002.8, 843.3,1002.8, 843.3,  0.275,  0.348,  0.646,  0.682
Pr0201 b                      ,  0.540,       ,      4.4,0.000, 90.0,  0.0,  0.0,1549.8,1303.2,1549.8,1303.2,  0.962,  1.219,  2.130,  2.246
Pr0211 b                      ,  1.880,       ,      2.1,0.011, 17.0,  0.0,  0.0,1562.1,1313.6,1545.0,1299.2,  0.539,  0.683,  1.221,  1.288
Pr0211 c                      ,  7.790,       ,   4850.0,0.710,111.0,  0.0,  0.0, 219.2, 184.3,  90.3,  75.9,  0.539,  0.683,  1.221,  1.288
Proxima Cen b                 ,  0.004,       ,     11.2,0.350,310.0, 74.7, 93.5, 370.1, 311.2, 256.8, 215.9,  0.032,  0.041,  0.081,  0.086
psi 1 Dra B b                 ,  1.530,       ,   3117.0,0.400, 64.0,  3.1,  8.5, 261.6, 220.0, 171.3, 144.0,  1.212,  1.535,  2.680,  2.827
PSR J1719-1438 b              ,  1.200,       ,      0.1,0.060, 90.0,  0.0,  0.0, 802.4, 674.7, 755.6, 635.4,  0.019,  0.025,  0.045,  0.048
Qatar-10 b                    ,  0.736,  1.543,      1.6,0.000, 90.0,  0.0,  0.0,2327.8,1957.4,2327.8,1957.4,  1.038,  1.315,  2.300,  2.426
Qatar-1 b                     ,  1.294,  1.143,      1.4,0.000, 90.0,  0.0,  0.0,1685.6,1417.5,1685.6,1417.5,  0.473,  0.599,  1.083,  1.142
Qatar-2 b                     ,  2.494,  1.254,      1.3,0.000, 90.0,  0.0,  0.0,1603.0,1348.0,1603.0,1348.0,  0.401,  0.508,  0.933,  0.984
Qatar-3 b                     ,  4.310,  1.096,      2.5,0.000, 90.0,  0.0,  0.0,1999.7,1681.5,1999.7,1681.5,  1.020,  1.293,  2.267,  2.391
Qatar-4 b                     ,  6.100,  1.135,      1.8,0.000, 90.0,  0.0,  0.0,1647.5,1385.4,1647.5,1385.4,  0.537,  0.681,  1.222,  1.289
Qatar-5 b                     ,  4.320,  1.107,      2.9,0.000, 90.0,  0.0,  0.0,1683.9,1416.0,1683.9,1416.0,  0.802,  1.016,  1.793,  1.891
Qatar-6 b                     ,  0.668,  1.062,      3.5,0.000, 90.0,  0.0,  0.0,1198.0,1007.4,1198.0,1007.4,  0.432,  0.548,  0.989,  1.043
Qatar-7 b                     ,  1.880,  1.700,      2.0,0.000, 90.0,  0.0,  0.0,2441.2,2052.8,2441.2,2052.8,  1.383,  1.752,  3.049,  3.216
Qatar-8 b                     ,  0.371,  1.285,      3.7,0.000, 90.0,  0.0,  0.0,1734.8,1458.8,1734.8,1458.8,  0.978,  1.239,  2.187,  2.307
Qatar-9 b                     ,  1.190,  1.009,      1.5,0.000, 90.0,  0.0,  0.0,1349.8,1135.0,1349.8,1135.0,  0.313,  0.396,  0.739,  0.780
rho CrB b                     ,  1.045,       ,     39.8,0.037,270.6,  0.0,  0.0, 823.3, 692.3, 793.2, 667.0,  0.989,  1.253,  2.219,  2.340
rho CrB c                     ,  0.079,       ,    102.5,0.052,190.0,  0.0,  0.0, 605.5, 509.2, 574.8, 483.3,  0.989,  1.253,  2.219,  2.340
Ross 128 b                    ,  0.004,       ,      9.9,0.116, 90.0,  0.0, 54.9, 388.1, 326.3, 345.4, 290.4,  0.049,  0.063,  0.123,  0.130
TAP 26 b                      ,  1.660,       ,     10.8,0.000, 90.0,  0.0,  0.0, 921.9, 775.2, 921.9, 775.2,  0.597,  0.756,  1.391,  1.467
tau Boo b                     ,  4.320,       ,      3.3,0.011,113.4,  0.0,  0.0,2014.1,1693.7,1992.1,1675.1,  1.295,  1.640,  2.854,  3.011
tau Gem b                     , 20.600,       ,    305.5,0.031,137.4,  0.0,  0.0,1223.2,1028.6,1185.9, 997.2, 12.411, 15.721, 29.224, 30.825
Teegarden's Star b            ,  0.003,       ,      4.9,0.000, 77.0,  0.0,100.0, 342.9, 288.4, 342.9, 288.4,  0.022,  0.028,  0.056,  0.059
Teegarden's Star c            ,  0.003,       ,     11.4,0.000,286.0,100.0,100.0, 258.6, 217.5, 258.6, 217.5,  0.022,  0.028,  0.056,  0.059
TIC 237913194 b               ,  1.942,  1.117,     15.2,0.575, 24.1,  0.0,  0.0,1529.6,1286.2, 794.6, 668.2,  0.820,  1.039,  1.832,  1.933
TOI-1130 b                    ,       ,  0.326,      4.1,0.220, 90.0,  0.0,  0.0,1094.3, 920.2, 875.0, 735.8,  0.302,  0.382,  0.715,  0.754
TOI-1130 c                    ,  0.974,  1.500,      8.4,0.047,332.0,  0.0,  0.0, 779.0, 655.0, 743.2, 624.9,  0.302,  0.382,  0.715,  0.754
TOI-122 b                     ,       ,  0.243,      5.1,0.000, 90.0,  0.0,  0.0, 575.4, 483.9, 575.4, 483.9,  0.097,  0.123,  0.239,  0.253
TOI-1235 b                    ,  0.022,  0.155,      3.4,0.150, 90.0,  0.0,  0.0, 974.4, 819.3, 837.7, 704.4,  0.230,  0.291,  0.555,  0.586
TOI-125 b                     ,  0.030,  0.243,      4.7,0.194,323.0,  0.0,  0.0,1375.0,1156.2,1129.7, 950.0,  0.555,  0.703,  1.257,  1.326
TOI-125 c                     ,  0.021,  0.246,      9.2,0.066, 70.0,  0.0,  0.0,1019.5, 857.3, 954.3, 802.5,  0.555,  0.703,  1.257,  1.326
TOI-125 d                     ,  0.043,  0.261,     20.0,0.168, 46.0,  0.0,  0.0, 832.6, 700.2, 702.7, 590.9,  0.555,  0.703,  1.257,  1.326
TOI-1266 b                    ,  0.042,  0.211,     10.9,0.090, 90.0,  0.0,  0.0, 516.9, 434.6, 472.3, 397.1,  0.133,  0.169,  0.326,  0.344
TOI-1266 c                    ,  0.007,  0.139,     18.8,0.040, 90.0,  0.0,  0.0, 419.7, 353.0, 403.3, 339.1,  0.133,  0.169,  0.326,  0.344
TOI-132 b                     ,  0.070,  0.305,      2.1,0.059,125.9,  0.0,  0.0,1863.6,1567.1,1756.7,1477.2,  0.594,  0.753,  1.343,  1.416
TOI-1333 b                    ,  2.370,  1.396,      4.7,0.073,105.0,  0.0,  0.0,2072.8,1743.0,1926.6,1620.1,  1.655,  2.096,  3.655,  3.856
TOI-1338 b                    ,  0.104,  0.611,     95.2,0.088,258.6,  0.0,  0.0, 617.2, 519.0, 565.0, 475.1,  1.077,  1.364,  2.389,  2.520
TOI-1478 b                    ,  0.851,  1.060,     10.2,0.024,250.0,  0.0,  0.0,1107.4, 931.2,1081.2, 909.1,  0.747,  0.947,  1.678,  1.770
TOI-150.01                    ,  2.510,  1.255,      5.9,0.262, 90.0,  0.0,  0.0,1934.9,1627.0,1479.6,1244.2,  1.292,  1.636,  2.855,  3.011
TOI-157 b                     ,  1.180,  1.286,      2.1,0.000, 90.0,  0.0,  0.0,1891.5,1590.5,1891.5,1590.5,  0.785,  0.994,  1.773,  1.870
TOI-1601 b                    ,  0.990,  1.239,      5.3,0.036,180.0,  0.0,  0.0,1962.5,1650.2,1893.0,1591.9,  1.725,  2.185,  3.837,  4.047
TOI-163 b                     ,  1.220,  1.489,      4.2,0.000, 90.0,  0.0,  0.0,1983.4,1667.9,1983.4,1667.9,  1.495,  1.893,  3.290,  3.470
TOI-169 b                     ,  0.791,  1.086,      2.3,0.000, 90.0,  0.0,  0.0,2041.1,1716.3,2041.1,1716.3,  0.998,  1.264,  2.223,  2.345
TOI-1728 b                    ,  0.084,  0.451,      3.5,0.057, 45.0,  0.0,  0.0, 939.3, 789.8, 887.2, 746.0,  0.241,  0.305,  0.578,  0.610
TOI-172 b                     ,  5.420,  0.965,      9.5,0.381, 57.1,  0.0,  0.0,1815.2,1526.4,1215.8,1022.4,  1.286,  1.629,  2.883,  3.041
TOI-178 b                     ,  0.005,  0.103,      1.9,0.000, 90.0,  0.0,  0.0,1236.8,1040.0,1236.8,1040.0,  0.292,  0.370,  0.691,  0.729
TOI-178 c                     ,  0.015,  0.149,      3.2,0.000, 90.0,  0.0,  0.0,1038.2, 873.0,1038.2, 873.0,  0.292,  0.370,  0.691,  0.729
TOI-178 d                     ,  0.009,  0.229,      6.6,0.000, 90.0,  0.0,  0.0, 820.8, 690.2, 820.8, 690.2,  0.292,  0.370,  0.691,  0.729
TOI-178 e                     ,  0.012,  0.197,     10.0,0.000, 90.0,  0.0,  0.0, 713.7, 600.1, 713.7, 600.1,  0.292,  0.370,  0.691,  0.729
TOI-178 f                     ,  0.024,  0.204,     15.2,0.000, 90.0,  0.0,  0.0, 619.5, 521.0, 619.5, 521.0,  0.292,  0.370,  0.691,  0.729
TOI-178 g                     ,  0.012,  0.256,     20.7,0.000, 90.0,  0.0,  0.0, 559.3, 470.3, 559.3, 470.3,  0.292,  0.370,  0.691,  0.729
TOI-1899 b                    ,  0.660,  1.150,     29.0,0.118,347.0,  0.0,  0.0, 459.7, 386.6, 408.3, 343.4,  0.219,  0.278,  0.531,  0.560
TOI-201 b                     ,  0.420,  1.008,     53.0,0.280, 82.0,  0.0,  0.0, 905.0, 761.0, 678.8, 570.8,  1.166,  1.477,  2.570,  2.711
